,label,clean_data
29,0,baris surec ozellestir firma yogun basbakanlik ozellestir baskanlik pkk yurutulen baris muzakere surec hazine aktarilma amac gectik hafta baslatilan baris surec ozellestir hamle yerli firma yogun ilgi devam dogrultu milyon muhammen bedel satis cikarilan ada yolcu tasi hizmet ihale milyon karsilik yilligina genel mudur salih kaygusuz hafta aday konularak bilet satis baslanacak acikla basin mensup soru yanitlayan kaygusuz asama giden bdp heyet gelir elde etme belirterek esas hedef haziran aday turistik gezi acmak olduk ifade hesaplama sade bdp heyet bilet kes muzakere yil masraf cikararak kara gec baslayacak soyleyen kaygusuz muhtemel firar deneme gecmek giris cikis sayi kullanilan bilet sayi karsilastiralacak vurgulayarak kamuoyu rahatlatan mesaj verdi ozellestir baskan gunkul yolcu tasi ihale baris surec ozellestir hamle adim olduk belirterek hafta acil ihale toplam milyon tllik gelir kaydet gunkul ozellik kurye hizmet akil adam sehirlerarasi toplu tasimacilik hizmet ihale yerli firma simdiden yogun ilgi gosterdik belirt baris surec ana sponsorluk yurutulen pazarlik mutlu son yaklasmak olduk mujdele spekulasyon isim vermek iste dunya cap marka sponsorluk konu onemli asama gel ufak tefek puruz halledebil gun imza atacagiz gunkul devam oncelik baris surec marka koymak talep haber bulten falan bilmemkimin sunduk baris surec reklam devam seklî ibare gecme iste gel netice para bak kesen agiz dis akil adam tip forma giydirilme forma logo olma seklî madde yas bas agir adam forma giydir sikinti ikna forma seklî nev kostum olabilir falan cozucez sekil uygulama basarili olma durum yayginlastirilacak ifade ede gunkul bun yeni anayasa yazim surec ozellestirilme anayasa arka kapak reklam sponsorluk dusunce soylemek erken zaman gelince acikla aciklama son verdi
30,1,besiktas derbi hazirlik devam besiktas spor toto super lig hafta mayis pazar gunu galatasaray konuk olacak derbi karsilasma hazirlik surdur siyahbeyazli kulup internet site yer alan bilgi futbolcu bjk nevzat demir tesis idman saganak calis teknik senol gunes yonetim antrenman bolum istasyon kosu yapan oyuncu kuvvet pas calisma taktik uygulama uzerinde dur antrenman saha oynanan taktik sut calisma son siyahbeyazli antrenman malatyali universite ogrenci platform uye izle sabah gerceklestirecek antrenman galatasaray derbi hazirlik devam
31,0,caba sansasyonel olay karisma basaramayan genc sarkici muzik birak karar aldik acikla muzik camia kucuk sayi hayran isim taninan rap sarkici mesut gulenay yil basladik muzik yolculuk caba sansasyonel olay karisamadan sonlandir popularite arttirmak unlu sarkici kirac polemik gir studyo bas sozluk site satas din degistir giris bulunduk aciklayan genc sarkici muzik birak karar kirgin olmadik belirtme ihmal
32,1,fitch turkiye not uluslararasi kredi derecelendir kurulus fitch turkiye nin uzun vadeli doviz cinsî kredi not negatif not gorunum edildik belirtil uluslararasi kredi derecelendir kurulus nin uzun vadeli cinsî kredi not negatif not gorunum edildik belirtil
33,0,yozgat dunya cografi olduk gundem gelen cor cagri leblebi veri google maps uygulama dunya cor gosterdik iddia gundem bomba dusme art komsu sehir yozgat hareket gec bey yirt sekil seklî yakinan yozgat olmaz bun leblebi uretmek istedik acikla cor dunya olabilecek yonelik iddia bugun medya yansima art yozgat halk sokak dokul kent meydan toplanan vatandas yozgat vali celikkan caba yatistiril calisil vali hayli huzunlu yozgat cor varlik teselli olduk kaydederek kamuoyu seslenen celikkan yozgat allah tan cor bugun maalesef ortay atil durum goz turizm falan donus sehir bun kaldir yozgat toplu intihar kacinilmaz olasi tehlike dikkat cek saat yozgatli'nin sanayiles kalkin sehir cazibe hali donustur takat olmadik vurgulayan deneyimli vali leblebi alenen cor dan isteme alan yogun alkis karsilan gittikce uslup sertlestiren celikkan devam degerli corum gel egri otur konus kaldir bugun dunya yuz verenler cor boz yeaa gelecek yuzde ufak adim gitme yarar gel inat bun leblebi yap mahalle guclu olunca karsi taraf ayri leblebi zamaninda tavsanli dan aparttik cumle alem konustur yozgat yasanan art tarihî mutlu gunu yasayan cor yanit gecik vali bayram altindere oncelik cografi yazili sebebiyle dunya olma basari olduk asla bun simarmayacak dile getir yozgat talep olumlu yaklasmadik ifade ede altindere arkadas yeni leblebi uzerine calis dunya harita seklî olacak cor bulun bak kavurabil bun peynir ekmek sat potansiyel degerlendirmek istedik vurgula son yozgat yozgat yozgat kal cagri bulunan bayram altindere komsu cankiri bey dunya sabahtan sinir yapis got got dogu gel gor san don geri sinir angajman kural aci
34,1,tip askerlik yasa zaman yururluk gir cumhurbaskani erdogan yeni acikla tip askerlik yasa zaman yururluk gir soru yanit binlerce askerlik cagin eris vatandas sorgulan devam ede konu arasi yer yeni askerlik yasa cumhurbaskani recep tayyip erdogan yeni acikla gel tip askerlik sistem hakkinda gundem son haber vatandas tip askerlik adlandirilan yeni askerlik sistem hakkinda calisma sure millî savun bakanlik msb yurutul konu hakkinda cumhurbaskani recep tayyip erdogan trt aciklama bulun sistem hakkinda gundem son cumhurbaskani recep tayyip erdogan ifade nihai nokta savun bakanlik koy duzenleme uzerinde durulu bedelli kenar koy bedelli nokta olay uygulama hemen hemen aynisi seklî durum konu ozellik mesela yedek subay yapmadan tut astsubay varinca degerlendirme ant yurutul ozet verdik bilgi baktik zaman inan halk genc rahatlat birikim ortada buyuk olcu buyuk oran kaldir sistem insallah getir kisa zaman bun zannet millî savun bakan hulûsi yeni askerlik sistem iliskin ulke millet genc hayirli sonuc yak zaman belirle bun halk paylas basin organ yer alan haber hatirlatilarak yeni sistem zaman hayat gecirilecek sorulan yanit verdi basin yer alan haber olasilik ihtimal faktor bahsedil degerlendiril konu kurum bakanlik degerlendiril ongorulebil sistem uzerinde calis taraf ulke millet guvenlik saglayarak yukumluluk hizmet getirmek dusunul taraf genc egitim mesleki ihtiyac dikkat sekil duzenle sistem uzerinde calis birtakim ihtimal imkân hareket tarz tamamlandik cumhurbaskanligi sunul sayin cumhurbaskani degerlendirme onaylama muteakip islem ilerle devam konu calis gercekten boyut konu calisilmak ulke millet genc hayirli sonuc yak zaman belirle bun halk paylas genelkurmay baskanlik nin millî savun bakanlik baglanma art gectik hafta millî savun bakanlik basin halk daire baskanlik nca bilgilendir toplanti duzenlen millî savun bakanlik halk tanitim subay deniz binbasi nadide sebnem aktop bilgilendirme yeni askerlik sistem onemli mesaj meslek hassasiyet goz alinacak yon aktop genc sekil askerlik meslek gelistirme zarar vermemek gayret goster talep istek yan sira belirli ihtiyac goz tut aktop yeni sistem askerlik sure olacak bilgi ver calis basladiginda askerlik sure yukumlu esit olacak sure olacak kulis yansi
35,1,survivor odul dokunulmazlik oyun kazan survivor turkiye yunanistan yarisma heyecan basla yarismaci odul oyun mucadele oyna yil zorlu mucadele yer alacak survivorda aksam turkiye yunanistan karsi karsi gel zorlu parkur yarismaci odul savas survivorda odul dokunulmazlik oyun kazan ekran sevilen ilgi takip edilen yaris program survivorda aksam turkiye yunanistan arasi mucadele basla odul dokunulmazlik oyun mucadele yarismaci parkur gunu heyecan zorlu yasa odul oyun kazan survivor turkiye yunanistan yarisma odul oyun iki deniz bulunan sal iki sal ulas calis deniz bulunan sali karaya cekmek mucadele sali karaya getiren turkiye sepet top oyun turkiye yunanistan topu sepet survivor turkiyeyunanistanda oyun buyuk heyecan sahne yarismaci erzak kiyasiya mucadele kazanan turkiye turk erzak kavus hafta iki dokunulmazlik oyun aksam iki yarismaci cetin mucadele sergile kondisyon guc gerektiren parkur aksam turkiye yarismaci basarili adim parkur tamamla oynanan oyun art dokunulmazlik oyun turkiye kazan
36,1,meke gol obruk jeopark yol gorunum dunya nazar boncuk adlandirilan meke gol acigol yapil calisma turizm potansiyel artirilma hedeflen konya karapinar ilce tarimsal faaliyet artma bagli yer alti seviye azalma son yil obruk olustuk bolge unesco kuresel jeopark agin girme calis yurutul karapinareregli kara yolun kilometre gorunum dunya nazar boncuk adlandirilan acigol yerli turist ziyaret volkanik patla sonuc milyon yil meydan gelen zaman dolma olusan meke gol buyuleyici manzara gorenler hayran birak sayi yerli turist kamp bolge kuresel isin bolge sulu tarim yayginlasma yer alti seviye cekilme yaz kuru meke gol son gun yagis kismen canlan fotograf doga mevsim ayri guzellik suna bolge gol obruk unesco kuresel jeopark agin kazandirilma calis baslatil konya teknik universite jeoloji muhendislik bolum ogretim uye jeoloji muhendis oda konya sube baskan prof fetullah arik aciklama jeolojik miras alan gelecek nesil aktarilma gereken dogal olusum olduk soyle turkiye unesco kuresel jeopark agin giren yer volkanik jeoparki olduk animsatan arik konus unesco turkiye millî komisyon toplanti yap toplanti temel konu turkiye oneril unesco kuresel jeopark agi liste olusturulma karapinar cevre jeolojik miras liste alinma oner ulke onerilen yer arasi sira karapinar bolge yer bun uzerine bura tanitim calisma basla bilinen bolge ozellik kuraklik obruk gundem gel calisma devam destek ihtiyac kent gelen turist bolge konaklama ziyaret nokta olma calis anlatan arik cevre dogal olus jeolojik miras alan onerilme sagladik aktar arik konya jeoloji muhendis oda destek calisma basladik belirterek devam buyuksehir belediye afad ilgilen buyuksehir belediye baskan durum calisma ciddi platform oturtulma jeolojik miras alan ilan edilme gundem gelecek calisma sade bilimsel anlam halk yerel yonetim kamu kurum stk dunyada alan fazla civar yer karapinar cevre arasi katabil onemli kazanim olacak bura tanitim korunma alt yapi ust yapi calisma yonelik calis yapilma unesco bun ciddi calis yapilma proje belli sure maddi destek ihtiyac destek yil icinde bura jeolojik miras yapabil turizm aci ciddi katki saglayacak dusun karapinar cevre zengin dogal olusum sahip olduk isaret ede arik bolge gol yapi meke acigol karacadag volkanizmasi obruk jeolojik miras alan olusturabilecek vurgula
37,0,parti rahatlatan acikla devlet edilen arasi gercekten fetocu temmuz darbe girisim art devlet feto tasfiye son gun yukselen feto muhalif alakasiz insan devlet atildik elestiri hukûmet yanit gel parti sozcu yasin aktay iddia mesnetsiz olduk belirt son dalga orgut dogrudan iliski tespit edildik vurgula devlet kadro fetoye yak isim temizlemek amac cikarilan son kanun hukum kararname egitim uye akademisyen kamuoyu taninan yarbay mehmet alkan isim orgut alaka olmayan kamu gorevli devlet edildik iddia gundem gel giderek yukselen fetoculer dis gorev edildik seklî elestiri aksam parti sozcu yasin aktay yanit gel konu basin toplanti duzenleyen aktay elestiri insafsizca olcusuz bulduk belirt son dalga orgut iliski gosteren belge kamuoyu paylas geri kalan sira bak ara goz kestirdik hazir firsat ispiyonlayan bulunabilecek fark takdir eder asama durum tereddut ede bas geldik gor koca efkan agabey ifade kullanan aktay kismet ara ohal bittiginde atilan mahkeme yolun olduk dikkat cek zaman yas yaninda miktar kurun yanma dogal aktay devlet adalet dagitmak onemli olduk vurgu yaparak devam sure adalet ters isle arkadas yuzde yuz emin olduk dis suclu ilan edip yukumluluk verecek lazim gidip ugrasip adalet alacak dileyen anayasa mahkeme ohal bitince olacak insallah zaman git itiraz yap mahkeme kararin gorev iade eder ver tazminat yol para kal aktay feto operasyon ohal yetki devlet partili kadro doldur yonelik operasyon donustuk yon iddia gulerek yanit verdi arkadas mantikli yetismis kadro zamaninda cemaat guven aktay konu endise yersiz olduk belirterek toplanti son verdi
38,0,sehir orta bomba yuklu arac patlama gundem gelemeyen gaziantep buyuksehir unvani tehdit gectik hafta bomba yuklu arac sehir orta emniyet mudurluk saldiri duzenlenen polis hayat kaybedip yaralandik gaziantep olay uzerinde gecen gunluk sure art yeterince gundem geleme sanci yasa sehir tasidik buyuksehir unvani tehdit kac hafta bursa yasanan bomba saldiri olay bomba dis olen olmama turkiye gundem ortala survivor bolum mesgul edebildik dikkat ceken gaziantep buyuksehir buyuksehiriz bomba ala patla koca emniyet mudurluk komple hava eksik fazla ayrimcilik tepki goster agir giden donem ilce hali getirilen kilis ayni muamele yapilma olduk belirten esnaf haci dur sekipoglu nufus sanayiles kilis fersah fersah ote sehir muamele hak etmedik isaret hadi bursa nebze hazmedebil insan netice aci ilgi gorme normal bura kilis gun asiri roket dus sinir icer milyon insan yasa lan sekipoglu saldiri buyukluk goz alindiginda gaziantep azi gun boyun liste kalma hak ettik ifade sehir yukselen tepkiler karsilik acikla yapan bakanlik evet olmus oncelik gaziantep gecmis temenni bulun saldiri fazla gundem konu bakanlik sorumluluk bulunmadik dikkat ceken mustesar tevfik saydanli alanmiza gir ney konusup konusmayacak ozgur irade karar ver twitterda falan aktif olabilir bugun lira olabil gaziantep sorumluluk arama gerektik belirt tepkiler art olay arastirilma bakanlik bunye komisyon olusturulduk ekleyen saydanli devam yanlis anlasil saldiri saldiri ilgi cekmedik arastirmak calis baslat netice gelen istihbarat teror orgut ses getir eylem buyuksehir hedef alacak yon eylem ses getir orasi buyuksehir teror orgut buyuksehir tanim sikinti demek iste vatandas sehir buyuk olmadik fikrî alis basla bak net gelen rakam sanayi falan gerile son yil durum unvani geri alabil bakanlik mustesar soru uzerine buyuksehir unvaninin sallanti olma gazi unvaniyla sikinti olmadik ifade eder teselli olacak aldik gelen aciklama bakil unvan gun saglamlas gorun derle gaziantep rahatlat
39,1,lider basaksehir kritik deplasman iddaada galibiyet spor toto super lig hafta perde sivas acili yeni eylul stat karsilas son gelisme iddaa oran goz atalim transfer olduk ciktik antrenman sakatlanan hugo hafta forma giyen hakan arslan dis eksik bulun yeni eylul stat oynadik son lig aralikta basar son lig gecen basaksehir epureanu arda tura sakatlik sebebiyle deplasman birak son haftaya puan fark lider gir sampi dedik son hafta kayip ciddi sekil gozardi etmemek lazim basaksehir son lig toplam gol sayi aralik lig oynadik son karsilikli gol izle basaksehir lig son deplasman gol basari goster sivasspor evin son lig bos gec son puan cikartabilen basaksehir performans akil gecen sezon getir son sezon yaris sekil goturup sampiyonluk noktala besiktas galatasaray karsilasacak hafta karsilasma oynama avantaj puan aci rahatlat sivasspor son lig gec hucum uretkenlik sikinti dus hat uzerinde goztepenin puan rahatla durum sivasspor alacak puan puan son haftaya rahat girmek iste basaksehir derbi hafta hata yapmama pesin temkinli gol cikmaz
40,1,batuhan karadeniz yeni belli tff lig grup bandirmaspor baltok batuhan karadeniz cihan ozkaynak hakan olkan kadro kat kulup tesis toplanti transfer tanitan bordobeyazli kulup basin sozcu kayhan denizlispor cihan ozkaynak hakan olkan kamuoyu tanidik sezon son kadro kat bandirmaspor katki saglayacak dusun bandirmasporun yil kume kalabilme caba sarf konus ote yan basin toplanti art yonet kurulu toplanti pazar gunu saat kirklarelispor bilet fiyat tribun lira olma kararlastiril
41,1,ilce cos suat kaya tff lig grup puan sampiyon tarihî spor toto lig yukselen kupa kaldir
42,1,erzurum sahur kacta sahur saat imsakiye bilgi rahmet bereket ayi bilinen iki sultan ramazan ayi mayis mayis baglayan gece gece basla oruc ibadet getirmek isteyen vatandas sahur saat ogrenmek arastir yap basla erzurum ikamet edenler sahur saat internet uzerinde sorgulu erzurum sahur kacta sahur saat imsakiye bilgi mubarek gelme beraber vatandas yayimladik bilgi dogrultu saat ulasmak iste erzurum yasayan vatandas erzurum soru yanit ara erzurum sahur saat imsakiye bilgi
